seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,Dets,GT_Dets,IDs,GT_IDs
MOT20-05,0.03294888410574294,0.20585943076206187,0.006782838526253389,0.03294888410574294,0.028865960929540146,0.02383097530152601,0.01801220372390027,0.011854106985526835,0.007034453350091953,0.004032953360940673,0.002472858087154202,0.0015823153167630968,0.0011257917891626076,0.0007880626777926681,0.0005006039183427981,0.0002788628688805156,0.0001502855445762526,6.3184722035035e-05,0.0,0.0,0.0,0.0,0.007028500141156632,0.016813409186361726,0.014311613522448544,0.011645292651796025,0.00837861907271769,0.004753755466818787,0.0024904762621775858,0.0011864750862788443,0.0005395048277416688,0.00026892826826721555,0.00017125602776150344,0.00010364795745927311,6.158532646982394e-05,2.7036526347094924e-05,1.2016053447405733e-05,4.505986202670247e-06,0.0,0.0,0.0,0.0,0.0031983222222260977,0.06456923469716615,0.05822150654632688,0.04876780694166192,0.03872230974764335,0.029559756155979135,0.019869104831922075,0.01370843180747594,0.01133451788522641,0.00930999845347356,0.007400657186274203,0.005991847783144014,0.0040692206638371226,0.0028762755481947268,0.0018796308627819123,0.0008860011813349084,0.0,0.0,0.0,0.0,0.016692963173286435,0.017032725607416484,0.014534056168232397,0.011857462899013528,0.008558909806542647,0.004873565779213546,0.0025590088250219698,0.0012207121904125357,0.0005554317824564009,0.00027694230935848405,0.00017637666629534738,0.00010675429802086814,6.343371331674774e-05,2.784894730979169e-05,1.2377309915462973e-05,4.641491218298615e-06,0.0,0.0,0.0,0.0,0.0032558025154602373,0.5663065843621399,0.4832304526748971,0.39423868312757204,0.2845679012345679,0.16203703703703703,0.08508230452674898,0.04058641975308642,0.01846707818930041,0.009207818930041153,0.005864197530864198,0.0035493827160493828,0.002109053497942387,0.000925925925925926,0.00041152263374485596,0.00015432098765432098,0.0,0.0,0.0,0.0,0.10824940437513537,0.08413746194792372,0.07647200524374696,0.0647607475747711,0.050692156280581026,0.036884225889743355,0.02340119180038003,0.016000894186793728,0.01306676512466348,0.011083367991192083,0.008289927723405772,0.006288964983360053,0.004256033888832158,0.002982406609464822,0.002027707350211687,0.0009049773755656108,0.0,0.0,0.0,0.0,0.021118359682665032,0.3968852251495922,0.3752121923381344,0.3481128862932852,0.3132385183328725,0.2736009001592253,0.24062818214913334,0.20605812906099916,0.18565482276298367,0.17074722243174045,0.17502908581970839,0.1742423268444275,0.1364703340922421,0.11928997270362733,0.0638228590035819,0.04054054054054054,0.0,0.0,0.0,0.0,0.16944911566747864,0.20585943076206187,0.2284198569228275,0.25174656813777974,0.2805422469466915,0.32389958769482174,0.3702158214626763,0.4215749687140893,0.4815175197983286,0.543026788253442,0.5845630117690369,0.6256598142015031,0.6616072065133223,0.7078832956735268,0.7471053347539041,0.7764300495711759,1.0,1.0,1.0,1.0,0.5900027105881677,0.03316308274689955,0.029089424991625822,0.024047088419952435,0.018204965164237107,0.012002558729024277,0.007130583048403212,0.004090727297049368,0.0025090937551784033,0.0016057186776732974,0.0011424986839860035,0.0007997846609790877,0.0005080608005076066,0.0002830216355512722,0.00015252794404738032,6.41277373884981e-05,0.0,0.0,0.0,0.0,0.007094382331184385,11009.0,9394.0,7664.0,5532.0,3150.0,1654.0,789.0,359.0,179.0,114.0,69.0,41.0,18.0,8.0,3.0,0.0,0.0,0.0,0.0,2104.3684210526317,635335.0,636950.0,638680.0,640812.0,643194.0,644690.0,645555.0,645985.0,646165.0,646230.0,646275.0,646303.0,646326.0,646336.0,646341.0,646344.0,646344.0,646344.0,646344.0,644239.6315789474,8431.0,10046.0,11776.0,13908.0,16290.0,17786.0,18651.0,19081.0,19261.0,19326.0,19371.0,19399.0,19422.0,19432.0,19437.0,19440.0,19440.0,19440.0,19440.0,17335.63157894737,19440,646344,130,1169
COMBINED,0.03294888410574294,0.20585943076206187,0.006782838526253389,0.03294888410574294,0.028865960929540146,0.02383097530152601,0.01801220372390027,0.011854106985526835,0.007034453350091953,0.004032953360940673,0.002472858087154202,0.0015823153167630968,0.0011257917891626076,0.0007880626777926681,0.0005006039183427981,0.0002788628688805156,0.0001502855445762526,6.3184722035035e-05,0.0,0.0,0.0,0.0,0.007028500141156632,0.016813409186361726,0.014311613522448544,0.011645292651796025,0.00837861907271769,0.004753755466818787,0.0024904762621775858,0.0011864750862788443,0.0005395048277416688,0.00026892826826721555,0.00017125602776150344,0.00010364795745927311,6.158532646982394e-05,2.7036526347094924e-05,1.2016053447405733e-05,4.505986202670247e-06,0.0,0.0,0.0,0.0,0.0031983222222260977,0.06456923469716615,0.05822150654632688,0.04876780694166192,0.03872230974764335,0.029559756155979135,0.019869104831922075,0.01370843180747594,0.01133451788522641,0.00930999845347356,0.007400657186274203,0.005991847783144014,0.0040692206638371226,0.0028762755481947268,0.0018796308627819123,0.0008860011813349084,0.0,0.0,0.0,0.0,0.016692963173286435,0.017032725607416484,0.014534056168232397,0.011857462899013528,0.008558909806542647,0.004873565779213546,0.0025590088250219698,0.0012207121904125357,0.0005554317824564009,0.00027694230935848405,0.00017637666629534738,0.00010675429802086814,6.343371331674774e-05,2.784894730979169e-05,1.2377309915462973e-05,4.641491218298615e-06,0.0,0.0,0.0,0.0,0.0032558025154602373,0.5663065843621399,0.4832304526748971,0.39423868312757204,0.2845679012345679,0.16203703703703703,0.08508230452674898,0.04058641975308642,0.01846707818930041,0.009207818930041153,0.005864197530864198,0.0035493827160493828,0.002109053497942387,0.000925925925925926,0.00041152263374485596,0.00015432098765432098,0.0,0.0,0.0,0.0,0.10824940437513537,0.08413746194792372,0.07647200524374696,0.0647607475747711,0.050692156280581026,0.036884225889743355,0.02340119180038003,0.016000894186793728,0.01306676512466348,0.011083367991192083,0.008289927723405772,0.006288964983360053,0.004256033888832158,0.002982406609464822,0.002027707350211687,0.0009049773755656108,0.0,0.0,0.0,0.0,0.021118359682665032,0.3968852251495922,0.3752121923381344,0.3481128862932852,0.3132385183328725,0.2736009001592253,0.24062818214913334,0.20605812906099916,0.18565482276298367,0.17074722243174045,0.17502908581970839,0.1742423268444275,0.1364703340922421,0.11928997270362733,0.0638228590035819,0.04054054054054054,0.0,0.0,0.0,0.0,0.16944911566747864,0.20585943076206187,0.2284198569228275,0.25174656813777974,0.2805422469466915,0.32389958769482174,0.3702158214626763,0.4215749687140893,0.4815175197983286,0.543026788253442,0.5845630117690369,0.6256598142015031,0.6616072065133223,0.7078832956735268,0.7471053347539041,0.7764300495711759,1.0,1.0,1.0,1.0,0.5900027105881677,0.03316308274689955,0.029089424991625822,0.024047088419952435,0.018204965164237107,0.012002558729024277,0.007130583048403212,0.004090727297049368,0.0025090937551784033,0.0016057186776732974,0.0011424986839860035,0.0007997846609790877,0.0005080608005076066,0.0002830216355512722,0.00015252794404738032,6.41277373884981e-05,0.0,0.0,0.0,0.0,0.007094382331184385,11009.0,9394.0,7664.0,5532.0,3150.0,1654.0,789.0,359.0,179.0,114.0,69.0,41.0,18.0,8.0,3.0,0.0,0.0,0.0,0.0,2104.3684210526317,635335.0,636950.0,638680.0,640812.0,643194.0,644690.0,645555.0,645985.0,646165.0,646230.0,646275.0,646303.0,646326.0,646336.0,646341.0,646344.0,646344.0,646344.0,646344.0,644239.6315789474,8431.0,10046.0,11776.0,13908.0,16290.0,17786.0,18651.0,19081.0,19261.0,19326.0,19371.0,19399.0,19422.0,19432.0,19437.0,19440.0,19440.0,19440.0,19440.0,17335.63157894737,19440,646344,130,1169
